Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
27,78,Medium,Medium,7,86,Female,70
22,83,High,High,8,96,Female,71
18,95,Low,High,7,96,Male,70
21,95,Medium,Medium,7,63,Male,70
9,78,High,Medium,7,100,Male,66
22,61,High,Medium,5,63,Male,64
14,77,High,High,4,51,Male,66
12,84,High,Medium,7,98,Female,68
11,82,Low,Low,6,61,Female,61
27,86,Medium,Medium,8,79,Male,72
16,66,High,High,8,99,Male,66
29,86,Low,Low,7,52,Female,68
17,67,Low,Medium,9,63,Male,61
10,90,High,Medium,7,80,Female,67
13,74,High,High,5,88,Female,66
27,88,Medium,Medium,7,90,Female,74
19,62,High,Medium,9,94,Female,66
17,76,High,Medium,4,58,Female,67
21,88,High,Low,7,69,Male,71
23,69,High,Low,8,86,Male,66
27,92,Medium,Medium,10,86,Male,71
29,85,High,Medium,9,65,Male,72
18,84,Medium,Medium,7,65,Female,66
12,74,High,Low,8,66,Male,62
18,79,High,Medium,4,95,Female,66
22,84,Low,High,5,95,Male,69
14,79,Medium,Medium,8,51,Male,64
14,88,Medium,Medium,7,66,Female,69
22,77,High,Low,7,70,Male,69
20,68,High,Low,7,99,Female,64
20,69,Medium,High,7,97,Female,68
15,60,Medium,Medium,7,81,Male,63
19,72,High,Medium,5,52,Male,64
14,90,Medium,High,7,60,Male,69
25,92,Low,High,5,72,Female,71
26,68,Medium,High,6,98,Female,67
9,98,High,Medium,9,55,Male,67
14,80,High,Low,7,90,Female,66
11,97,Medium,High,8,60,Male,67
16,88,Low,High,7,75,Female,68
19,89,Medium,Medium,6,88,Female,69
11,63,High,High,5,85,Female,62
14,69,Medium,Medium,6,89,Female,66
14,60,Medium,Medium,7,91,Male,63
21,89,Low,Low,8,65,Female,67
20,74,High,Medium,7,68,Male,68
16,91,Medium,Low,8,91,Female,66
21,74,Medium,Medium,5,52,Male,66
17,93,High,Medium,8,76,Female,67
18,65,High,Medium,5,96,Female,66
30,67,Medium,Medium,8,94,Female,69
28,74,Medium,High,8,90,Male,72
12,76,Medium,Low,4,51,Female,60
25,74,Low,High,8,94,Female,68
25,91,Low,Medium,8,96,Female,72
13,64,Medium,High,9,83,Male,64
25,74,Low,Medium,6,65,Male,65
29,93,High,High,7,74,Male,76
13,63,Low,Medium,8,88,Male,59
14,98,Medium,Medium,8,91,Male,67
26,99,Medium,Medium,8,67,Male,73
22,64,Medium,High,6,66,Male,64
23,72,Medium,High,8,87,Male,67
22,75,High,Medium,8,84,Male,69
22,91,Medium,Low,7,76,Female,69
12,84,High,High,6,71,Male,67
26,86,Medium,High,6,83,Male,72
27,90,Low,Medium,9,52,Male,86
19,65,Medium,High,8,54,Female,62
20,93,Medium,Low,7,79,Female,69
11,88,High,High,7,61,Male,68
23,83,High,High,4,89,Male,99
23,96,Low,Medium,7,89,Female,70
20,88,Low,Medium,5,85,Male,68
27,68,Medium,Medium,7,95,Male,67
18,77,High,Medium,9,57,Male,66
23,80,Low,High,6,63,Male,66
14,62,Medium,High,7,63,Female,62
20,98,Medium,Medium,8,89,Male,72
19,65,Medium,High,7,76,Female,64
21,88,Medium,Medium,6,63,Female,68
18,80,Medium,High,7,57,Female,66
19,61,Medium,High,8,95,Male,68
25,97,Low,High,7,85,Male,75
17,94,Low,Low,7,76,Male,67
10,81,Low,Medium,9,98,Male,65
30,69,Medium,Medium,8,92,Female,68
28,65,Medium,Medium,5,59,Male,67
12,75,Medium,Medium,8,75,Female,63
24,70,Medium,High,8,74,Male,67
17,80,Medium,Medium,5,92,Female,67
22,99,Medium,Medium,4,57,Female,73
22,83,Medium,Medium,5,73,Male,67
19,96,Medium,Medium,7,82,Male,71
15,86,Low,Medium,9,97,Male,67
16,79,High,Low,6,95,Male,68
15,94,Low,Low,8,77,Male,68
15,79,High,Medium,4,80,Male,66
20,95,High,Low,7,93,Male,68
16,72,Medium,Low,6,87,Female,63
24,65,High,High,10,94,Male,68
29,94,Low,High,4,95,Male,74
17,83,Low,Medium,7,92,Male,65
21,96,Medium,Medium,4,50,Male,69
23,98,Medium,High,6,66,Male,70
23,62,Medium,Low,4,70,Female,65
20,80,Medium,Medium,10,84,Male,68
24,75,Low,Medium,6,65,Male,65
23,85,Medium,High,7,66,Male,68
13,92,Medium,High,7,70,Male,68
25,71,Medium,Medium,5,98,Male,66
25,82,High,Medium,9,72,Female,70
15,88,Medium,Medium,8,57,Male,66
20,65,Medium,High,8,50,Male,64
24,93,Medium,High,5,62,Female,70
19,84,High,Medium,9,97,Male,68
26,98,Low,High,9,98,Male,74
34,74,High,Low,7,76,Female,71
15,64,Medium,Medium,8,82,Male,61
12,80,Medium,Low,7,90,Female,64
22,63,High,Low,5,53,Male,64
24,99,High,Medium,7,69,Male,73
19,62,Medium,High,6,82,Male,62
29,90,Low,Medium,7,95,Male,71
12,81,High,Medium,9,86,Male,68
24,75,Medium,Low,5,68,Male,67
16,63,Medium,Medium,6,95,Female,63
30,85,Low,Medium,6,83,Female,71
32,83,Medium,Medium,6,92,Male,72
15,71,High,Medium,6,69,Female,66
17,96,Medium,Medium,7,50,Female,67
25,72,High,Medium,8,58,Female,66
18,78,Low,Medium,8,96,Male,68
20,82,Low,Low,7,52,Female,64
20,64,Medium,Medium,8,80,Male,65
8,97,High,Medium,10,70,Male,66
20,75,High,High,7,71,Male,69
16,63,High,High,9,70,Female,64
17,75,Low,High,8,53,Female,65
29,84,High,Medium,10,56,Female,72
12,81,High,Medium,8,53,Male,65
25,88,Low,High,6,53,Female,70
18,62,Medium,Medium,7,54,Male,64
18,71,Medium,Low,7,85,Male,62
25,93,Medium,High,8,56,Male,69
22,63,High,Low,6,63,Male,62
23,94,Low,Low,9,83,Female,69
26,64,Medium,High,7,56,Male,66
18,93,Medium,High,8,96,Female,71
16,74,Medium,High,7,74,Male,66
13,84,High,Medium,7,98,Male,64
15,66,Medium,High,7,60,Female,63
38,63,Medium,High,8,52,Male,69
27,69,High,High,10,80,Female,68
12,65,High,High,4,66,Female,63
12,72,Medium,Medium,8,79,Male,64
23,81,Medium,Low,7,74,Female,66
23,84,Medium,High,7,73,Male,71
23,92,High,Medium,4,93,Female,72
18,86,High,Medium,8,60,Male,88
19,84,Medium,High,7,75,Male,66
22,76,Medium,Medium,6,71,Male,65
21,79,Low,Medium,7,84,Male,66
7,77,Low,Medium,7,53,Female,62
19,94,Medium,Low,4,76,Female,68
15,69,Medium,Medium,7,74,Female,65
21,60,Low,High,8,99,Male,62
38,86,High,Medium,6,88,Female,74
22,68,Medium,Low,7,58,Male,64
18,96,High,High,7,75,Male,72
26,94,Medium,Medium,9,89,Female,70
23,63,High,Medium,7,76,Male,65
23,64,Medium,High,8,68,Female,66
24,80,Medium,Medium,7,69,Male,67
32,84,Medium,High,10,68,Male,73
13,71,Medium,High,6,51,Female,65
23,89,High,High,6,87,Female,74
14,84,Medium,Medium,7,81,Female,66
23,73,Medium,Medium,6,63,Male,67
14,61,Medium,Medium,5,82,Female,58
17,90,High,High,8,65,Male,71
18,69,Low,High,4,62,Male,63
26,93,Low,High,6,87,Female,73
26,77,High,Medium,5,90,Female,68
13,83,Low,Medium,7,81,Female,66
20,95,Low,Medium,4,89,Male,68
16,95,Medium,Low,8,68,Female,66
12,75,Medium,High,8,54,Female,62
19,68,Medium,Medium,5,80,Male,78
18,91,Medium,Medium,7,63,Male,68
35,77,High,High,8,89,Female,77
23,68,High,Low,8,68,Male,65
12,96,High,High,5,84,Female,73
17,68,Medium,Low,5,78,Male,64
26,61,Low,High,9,91,Female,67
33,61,High,Medium,6,92,Female,69
10,85,Low,Low,6,53,Male,60
9,86,High,Medium,8,65,Female,66
31,72,Low,High,5,94,Male,70
22,73,High,Medium,7,70,Male,66
15,74,High,Medium,8,76,Male,64
23,87,Medium,High,5,59,Male,70
4,62,Medium,Medium,6,78,Female,58
20,97,Medium,High,5,63,Female,69
22,69,Medium,Medium,6,91,Male,64
26,100,Low,Medium,9,60,Male,72
14,67,Medium,Medium,9,68,Male,60
21,91,Medium,Medium,7,55,Female,70
14,69,Medium,Low,8,79,Female,62
22,63,Medium,Medium,8,97,Female,66
15,95,Medium,Medium,6,59,Female,66
18,94,Low,Medium,7,51,Male,65
14,76,High,Medium,5,71,Male,64
24,88,High,Medium,6,87,Female,72
25,82,Medium,Medium,7,99,Female,71
19,94,Low,High,5,53,Female,68
20,73,High,Medium,5,89,Female,68
11,81,Low,Medium,6,68,Female,64
18,79,Low,Medium,9,58,Female,65
20,74,Medium,High,9,60,Female,64
36,96,Medium,Low,7,96,Female,75
13,67,Low,Medium,8,90,Male,61
29,66,High,High,6,66,Male,68
26,83,Medium,Medium,4,97,Male,70
22,86,High,Medium,6,55,Female,71
31,68,Low,High,7,66,Male,66
22,76,High,Low,7,83,Male,66
22,98,Medium,Medium,7,100,Male,70
20,70,Low,Medium,7,73,Female,62
27,87,High,Low,6,91,Male,72
27,90,High,Medium,8,96,Male,72
16,78,Low,Medium,5,50,Male,63
12,98,High,Low,8,64,Female,69
19,89,Medium,Medium,6,55,Male,68
15,78,High,High,10,89,Male,67
20,83,High,High,7,78,Female,71
27,88,Low,Medium,6,55,Male,67
17,84,Low,Low,6,71,Male,62
20,95,Medium,Medium,6,76,Female,69
20,74,High,Medium,8,85,Male,67
25,72,Medium,High,7,89,Female,71
7,69,Medium,High,8,54,Male,87
16,62,Low,Medium,8,74,Male,62
21,62,High,Low,7,58,Female,64
27,95,Medium,High,8,88,Female,74
17,87,High,High,9,83,Male,69
9,86,High,Medium,8,86,Male,65
24,85,Low,Medium,7,54,Female,66
16,94,Medium,Medium,8,76,Female,70
13,79,High,High,5,92,Male,68
16,95,Low,Low,10,86,Female,70
19,74,High,High,8,93,Male,68
16,97,High,Low,8,60,Male,69
7,88,Medium,High,7,64,Male,66
25,70,Medium,Medium,4,72,Male,65
28,83,Medium,Medium,7,76,Male,71
24,81,Medium,Low,7,63,Male,66
13,66,Low,Medium,6,69,Male,61
19,84,Medium,Medium,6,84,Male,69
20,73,Medium,Medium,6,82,Male,65
24,62,Medium,Medium,8,56,Male,63
24,98,Medium,Low,9,99,Female,73
16,86,High,Medium,7,78,Male,68
20,95,Medium,Medium,6,74,Female,70
23,87,Medium,Medium,6,98,Male,72
29,74,High,Medium,7,57,Male,68
24,81,Medium,Medium,7,77,Male,68
25,87,High,Medium,8,90,Female,71
21,98,Low,Low,6,70,Male,68
28,70,High,Low,8,87,Male,70
22,95,Medium,Low,8,95,Female,70
15,97,High,Medium,6,63,Female,69
28,87,High,Medium,4,62,Female,73
24,97,Medium,Medium,6,68,Male,72
17,76,Medium,High,9,71,Male,67
17,98,High,Medium,4,56,Female,69
22,88,Low,Medium,9,62,Male,68
23,62,High,Low,4,94,Female,64
21,96,Low,High,6,78,Female,71
22,79,High,Medium,6,63,Female,68
30,78,Medium,High,10,97,Male,70
26,83,Medium,High,7,89,Male,72
21,66,Low,High,7,68,Female,65
26,79,Medium,High,6,88,Male,70
14,93,Medium,Medium,8,80,Male,69
22,61,Medium,Medium,6,84,Male,64
31,71,Low,High,7,66,Male,67
19,60,High,High,6,60,Male,65
15,77,Low,Medium,8,63,Female,62
16,89,High,Medium,8,54,Male,68
13,92,Medium,High,6,74,Male,68
15,98,Medium,Medium,6,70,Male,68
18,84,Medium,Low,6,50,Male,68
12,70,Medium,Medium,7,93,Female,62
20,97,Medium,Low,8,84,Female,72
25,91,Low,Medium,7,72,Male,69
15,83,Medium,High,4,98,Female,68
29,88,Low,Medium,8,97,Male,71
23,97,Low,High,5,55,Female,69
26,88,Low,High,6,81,Male,71
16,75,Medium,High,7,91,Male,65
25,89,Medium,High,7,59,Male,68
13,62,Medium,Medium,8,56,Female,60
25,75,Medium,Medium,6,63,Male,68
21,76,Low,High,6,64,Female,66
23,67,Medium,Medium,7,98,Male,66
13,61,Medium,Medium,8,89,Female,62
15,65,Medium,Medium,8,53,Male,61
24,86,High,Medium,7,89,Female,69
14,92,Medium,High,9,58,Male,69
23,100,Medium,Medium,9,68,Male,74
12,74,Medium,High,8,66,Female,62
25,84,Medium,Medium,5,64,Female,67
13,97,High,Medium,8,65,Female,69
23,67,High,Low,7,88,Male,66
24,89,Medium,High,6,63,Male,72
16,90,High,Low,6,90,Male,69
23,64,Medium,High,7,55,Male,65
22,94,Medium,High,6,80,Male,72
17,93,Low,Medium,7,93,Male,69
14,61,Medium,High,7,54,Female,60
8,64,High,Medium,7,82,Female,61
22,62,High,Low,8,76,Male,63
11,73,Medium,Medium,7,67,Male,63
21,80,Medium,Medium,6,55,Male,68
18,81,Medium,Medium,4,84,Female,68
24,71,High,Medium,8,65,Male,65
18,96,Medium,High,7,67,Female,71
18,75,Medium,Medium,7,86,Male,64
24,62,Medium,Medium,9,97,Male,65
22,72,High,Medium,5,67,Female,67
22,81,High,Medium,7,87,Female,67
23,76,Low,Medium,6,98,Male,67
11,71,Low,Medium,8,55,Female,87
25,65,High,High,4,76,Female,67
24,93,High,Medium,8,51,Male,72
14,100,Medium,Low,8,91,Female,69
19,73,Medium,Medium,6,64,Female,65
20,75,High,Medium,7,67,Female,66
19,85,High,High,6,84,Male,70
22,89,High,High,8,89,Male,71
29,76,Medium,High,8,70,Female,67
26,96,High,Medium,5,83,Male,72
12,82,Low,Medium,5,98,Male,63
24,78,High,Low,9,94,Female,67
28,86,Low,Medium,10,85,Male,72
22,98,Medium,Medium,8,97,Female,72
27,92,Medium,Medium,8,94,Female,70
32,62,High,Medium,7,86,Female,67
26,73,Medium,Medium,7,96,Female,68
21,79,Low,Medium,8,91,Male,67
26,73,High,High,7,75,Male,70
21,88,Medium,Low,9,75,Female,67
20,93,Medium,Medium,7,50,Male,71
18,89,High,Low,7,52,Female,69
29,100,Medium,Medium,7,87,Female,74
15,71,High,Low,7,78,Male,63
29,95,Medium,Low,9,88,Female,72
23,91,High,Low,7,97,Male,71
12,74,High,Medium,7,73,Male,64
22,89,Medium,Medium,7,54,Female,69
7,64,High,High,6,81,Female,62
24,92,Medium,Medium,5,55,Male,69
25,81,High,Low,9,81,Male,68
16,72,High,Medium,9,76,Male,67
21,86,Medium,Medium,9,86,Male,71
32,86,Medium,Medium,5,68,Male,70
17,68,High,Medium,9,57,Male,63
14,61,Low,High,10,62,Female,60
29,77,Medium,Medium,9,84,Female,69
32,83,Medium,Medium,9,74,Male,71
20,95,Low,Low,8,77,Male,69
26,97,High,Low,6,66,Female,73
28,81,Medium,High,8,92,Female,73
16,90,Medium,Medium,5,100,Female,68
17,78,High,Medium,6,66,Male,67
27,90,Medium,High,7,86,Male,74
30,68,Medium,High,7,59,Male,68
23,75,High,Medium,8,87,Female,69
15,85,High,Medium,4,72,Male,69
32,61,High,High,7,80,Female,68
17,89,Low,High,8,62,Male,66
18,93,Low,Low,8,93,Male,69
22,76,Medium,Medium,8,59,Female,66
29,78,Low,Medium,7,96,Male,72
25,94,Medium,Low,6,53,Female,69
22,91,Medium,Medium,8,64,Male,68
23,72,Medium,Medium,7,78,Male,66
20,73,Medium,Low,8,93,Male,65
23,87,Medium,Medium,8,79,Male,71
5,83,Medium,Medium,7,61,Male,61
18,66,Low,Medium,6,93,Female,63
21,72,Medium,High,9,80,Female,66
13,96,Medium,High,8,62,Male,69
22,88,High,High,10,78,Male,71
19,99,High,Medium,8,84,Female,73
31,91,High,Medium,8,84,Male,72
29,98,Medium,High,5,86,Male,73
17,69,Low,High,7,95,Male,65
19,91,Low,High,7,91,Female,71
20,61,High,Medium,8,80,Male,65
17,87,Medium,Medium,8,52,Male,67
21,79,Medium,High,8,87,Male,69
15,74,Low,High,10,99,Male,63
13,94,Low,High,6,65,Male,68
24,94,High,Low,8,80,Female,70
24,61,Medium,Medium,8,88,Female,64
15,84,Medium,Medium,10,82,Male,64
25,75,Low,High,8,96,Male,68
16,77,Medium,High,8,74,Female,65
22,93,High,Medium,8,77,Female,70
25,72,Medium,Medium,8,52,Male,66
20,98,High,Low,9,95,Female,70
23,67,Medium,Medium,6,63,Male,66
17,87,Medium,Medium,6,99,Male,69
19,87,High,High,10,60,Male,69
19,70,High,High,4,63,Female,64
16,73,Medium,Medium,7,74,Male,64
19,93,Low,Medium,7,83,Female,69
11,90,Medium,Medium,7,72,Female,67
17,73,Low,Medium,9,68,Female,63
18,81,Low,High,8,77,Male,67
18,62,Medium,High,6,98,Male,65
19,68,Medium,Medium,6,98,Female,64
20,79,High,Medium,7,66,Female,68
23,63,Low,Medium,9,84,Female,64
25,94,High,Medium,7,86,Male,70
16,89,High,Medium,7,83,Male,70
13,98,High,Low,6,56,Female,67
14,88,High,High,8,77,Male,69
17,98,High,Medium,7,88,Male,70
18,82,High,High,6,60,Male,69
15,84,Medium,Low,9,67,Male,65
12,99,Medium,High,10,60,Male,66
17,86,High,High,7,94,Male,70
21,61,Medium,Low,7,93,Male,63
24,89,Low,Medium,5,58,Female,69
17,96,High,High,8,88,Male,74
18,92,Medium,Medium,8,68,Male,70
14,83,High,Medium,7,84,Female,66
20,87,Low,High,6,75,Male,68
15,100,Medium,Low,10,74,Male,67
23,64,Medium,Medium,8,94,Female,66
9,87,High,Medium,6,82,Female,65
18,71,Low,Medium,8,62,Male,66
22,86,High,Medium,7,56,Male,69
21,84,Low,Medium,7,97,Female,67
36,66,Low,High,8,58,Male,69
22,68,Medium,Medium,4,87,Female,66
14,85,Medium,Medium,4,75,Female,64
19,65,Medium,Medium,9,57,Female,61
9,71,Low,High,7,89,Male,61
20,93,Medium,Medium,6,95,Male,70
15,73,Medium,High,5,56,Female,65
25,80,High,Low,7,53,Male,67
17,98,Low,Medium,7,92,Male,69
19,69,Medium,Low,9,75,Female,63
16,76,Medium,Medium,8,84,Male,66
30,84,High,Medium,7,72,Male,73
18,90,High,High,8,71,Female,68
31,96,High,High,9,65,Male,74
25,97,Low,Medium,8,78,Male,70
23,91,High,Low,8,58,Male,68
22,69,High,High,7,86,Female,67
22,61,High,Medium,6,77,Male,65
8,75,Medium,Medium,5,92,Male,66
18,66,High,Medium,5,96,Female,64
25,88,Medium,Medium,8,95,Female,72
20,86,Medium,Medium,8,80,Male,70
12,62,Medium,Medium,9,66,Female,60
20,93,Medium,Medium,8,68,Male,68
30,70,Medium,High,9,83,Female,71
27,77,Medium,Medium,7,86,Male,68
20,87,High,Medium,8,58,Male,67
26,77,Medium,Medium,5,100,Female,70
18,78,Medium,High,7,55,Male,65
10,63,Medium,Medium,4,80,Male,60
14,76,High,Low,7,77,Male,65
29,91,Medium,Medium,9,80,Female,70
18,97,Low,Low,7,77,Male,69
19,77,High,Low,8,53,Male,64
18,77,Low,Medium,7,100,Male,67
31,88,Low,Medium,6,99,Male,73
30,98,Medium,High,7,76,Male,74
33,71,Medium,Low,9,60,Male,67
19,78,Low,High,8,59,Male,66
22,92,Medium,Medium,6,53,Male,69
11,84,High,Medium,5,81,Female,64
29,64,Medium,High,7,74,Female,69
13,85,Low,High,6,71,Female,66
21,67,High,Medium,7,76,Male,65
13,80,Medium,Medium,5,94,Female,67
16,81,Medium,High,9,54,Male,67
15,95,Medium,Medium,7,77,Female,68
16,78,Medium,Low,7,85,Male,65
17,71,Medium,Low,6,99,Male,66
17,69,High,Medium,7,87,Male,65
25,95,Medium,Medium,7,77,Male,71
13,67,Medium,High,6,88,Female,63
21,77,High,Low,7,100,Female,70
27,67,High,High,9,94,Female,70
17,91,Low,Medium,4,54,Female,67
16,79,High,Medium,7,79,Male,68
19,74,Medium,Low,6,89,Male,63
27,74,Medium,High,9,84,Female,70
21,94,Medium,Medium,7,71,Male,69
17,82,Medium,Medium,5,66,Female,66
23,89,Low,High,7,81,Male,70
13,96,Medium,High,8,71,Male,68
24,96,Medium,Medium,10,70,Female,70
22,73,Low,High,4,92,Male,67
18,98,Medium,High,5,66,Male,69
15,61,High,Low,9,82,Male,64
15,75,High,Medium,5,94,Female,62
23,96,Medium,Medium,7,81,Male,71
27,71,High,Medium,6,75,Male,69
16,71,Medium,High,6,52,Male,62
23,72,Low,Medium,7,84,Male,66
7,84,Medium,High,7,100,Male,64
16,78,Low,High,9,90,Male,66
20,89,High,Medium,9,82,Female,72
15,96,High,High,8,73,Female,71
14,87,Medium,High,7,61,Male,65
16,68,Medium,Medium,7,85,Female,65
22,97,Medium,High,8,59,Male,70
19,71,Medium,High,9,94,Male,68
7,66,High,Low,8,68,Male,57
7,64,Medium,High,9,70,Male,59
16,83,Low,Low,6,61,Male,64
23,65,High,Medium,9,74,Male,67
4,66,Low,High,8,84,Female,60
17,72,High,High,6,65,Male,67
17,71,Medium,High,7,85,Female,65
28,84,Medium,Medium,7,81,Male,71
18,93,Low,Medium,7,69,Male,67
22,90,Medium,Medium,7,66,Male,69
21,70,High,Medium,5,93,Male,68
7,70,Medium,Medium,6,51,Female,59
25,99,High,High,7,86,Female,75
21,60,Medium,Medium,6,71,Male,59
23,95,High,Medium,6,86,Female,71
44,68,High,Low,9,75,Female,71
7,98,Medium,Medium,7,54,Female,66
30,74,Medium,Low,10,99,Male,69
18,78,High,Medium,7,54,Female,65
22,88,Medium,Medium,9,58,Male,68
20,84,High,Low,7,71,Female,68
17,73,Medium,Medium,6,97,Male,67
17,82,High,Medium,7,65,Male,68
22,89,Low,Medium,9,78,Male,68
11,62,High,Medium,7,76,Male,88
25,60,Medium,High,8,67,Female,66
18,78,High,Low,7,85,Male,67
13,65,Medium,High,7,75,Male,63
17,87,Medium,High,7,79,Female,68
28,69,High,Low,6,61,Male,65
17,77,High,Medium,7,96,Male,67
22,68,High,High,8,56,Male,67
16,82,Medium,Medium,7,85,Male,67
25,65,Medium,Low,7,94,Male,64
24,61,Medium,Medium,8,54,Male,61
31,62,Medium,Medium,7,51,Female,65
19,98,Low,High,7,67,Female,70
24,66,Medium,High,8,89,Male,67
21,88,High,Low,7,86,Male,68
28,63,Medium,Medium,7,91,Male,65
16,64,High,Medium,8,70,Female,63
24,80,Medium,High,7,100,Male,72
19,79,High,Medium,7,68,Female,68
20,98,Medium,High,7,90,Male,73
21,98,High,Medium,7,68,Female,71
22,91,Medium,High,5,61,Male,70
19,84,High,Medium,7,67,Female,68
21,78,Medium,High,10,60,Male,68
29,74,Medium,Medium,6,56,Female,68
26,98,Low,High,6,68,Male,71
25,84,Medium,Medium,10,57,Male,70
17,83,High,Medium,6,75,Male,67
15,69,Low,Medium,9,52,Female,61
26,62,High,Low,7,72,Female,64
25,98,Low,Medium,7,98,Male,72
29,73,High,Medium,7,68,Male,67
16,78,High,Low,8,57,Male,65
19,65,Medium,Low,5,65,Female,64
10,93,Low,Medium,7,90,Female,66
18,61,Medium,Medium,6,66,Female,62
26,93,Low,Medium,4,69,Male,70
17,66,Medium,Medium,9,89,Female,64
24,95,Medium,Low,4,63,Female,70
19,89,Medium,Low,10,74,Female,66
22,67,Low,High,8,53,Male,62
13,83,Low,Low,5,59,Female,63
21,73,Low,Medium,9,60,Male,66
2,67,Medium,Medium,6,73,Male,58
19,94,Medium,High,6,91,Male,70
10,76,Medium,Low,4,68,Male,63
27,76,Medium,High,6,69,Male,70
25,67,High,Medium,6,65,Male,65
23,75,Medium,Low,8,66,Male,67
29,95,High,Medium,9,70,Female,73
14,75,Medium,Medium,5,95,Male,82
30,98,Low,Medium,7,51,Male,71
26,98,Medium,Medium,4,81,Male,73
19,66,Medium,High,7,94,Female,65
27,67,High,Medium,10,71,Female,67
13,95,Medium,Medium,4,83,Male,67
15,76,High,High,5,79,Female,69
16,60,Medium,High,8,67,Male,61
17,71,Medium,Low,8,57,Female,64
14,84,Low,High,6,61,Male,64
27,92,Low,Medium,9,53,Male,68
18,65,Medium,Low,6,88,Male,62
22,64,Medium,Medium,10,77,Male,66
17,97,High,Low,8,89,Male,70
9,90,High,Medium,9,65,Female,67
22,84,Medium,Medium,8,90,Female,70
9,91,Medium,Medium,8,65,Male,65
20,77,Low,Medium,8,56,Male,65
12,90,Medium,High,9,77,Male,70
32,75,High,Medium,7,97,Male,72
25,70,Medium,Medium,6,71,Female,65
21,89,High,High,7,76,Male,71
28,77,High,High,6,73,Female,71
15,99,Medium,High,6,73,Male,72
23,74,Low,Low,9,61,Male,64
21,97,Medium,Medium,8,71,Male,72
22,97,Low,Medium,8,75,Male,71
28,70,Medium,Medium,9,87,Male,66
24,92,High,Low,8,57,Female,71
22,77,Medium,Medium,10,79,Male,67
10,97,High,High,4,83,Male,69
14,78,High,Medium,6,69,Female,67
19,90,High,Medium,6,77,Male,71
21,79,Medium,Low,5,86,Female,66
13,69,High,High,7,73,Male,62
34,68,Medium,Medium,7,67,Male,67
29,77,Medium,Low,10,91,Female,70
24,90,High,High,8,99,Female,72
20,84,High,High,6,61,Male,69
19,88,Medium,High,8,94,Male,70
14,71,High,High,4,77,Female,64
20,79,Medium,Medium,7,72,Male,65
22,62,Medium,High,7,95,Male,66
13,93,Low,Medium,6,96,Female,68
22,100,Medium,Medium,7,64,Female,72
19,76,Medium,Low,6,68,Female,65
9,60,Medium,Low,6,93,Female,60
15,67,Medium,Medium,8,75,Female,63
18,86,Low,Low,9,64,Female,66
31,84,Low,Medium,8,98,Female,73
23,92,Medium,Medium,6,61,Male,71
12,70,Medium,Medium,6,81,Male,59
23,91,Medium,Low,6,71,Female,70
11,88,Medium,Low,7,73,Female,63
26,73,Medium,Medium,6,55,Male,67
17,82,Low,Medium,9,63,Male,65
19,66,Medium,Low,7,58,Female,64
28,78,High,Medium,8,87,Male,71
12,95,Medium,High,5,85,Male,70
12,77,Medium,Low,6,90,Female,63
16,94,Low,Medium,8,85,Female,68
26,84,Medium,Medium,8,56,Female,67
11,68,Medium,High,5,99,Female,66
3,83,High,Low,7,59,Male,63
17,80,Medium,Medium,7,68,Female,65
23,76,Medium,High,6,85,Male,66
27,65,Medium,Medium,8,57,Female,65
17,77,Low,Medium,5,59,Male,65
18,63,High,Low,6,94,Male,63
27,64,Medium,High,8,67,Male,65
9,77,Low,High,7,83,Male,62
18,72,Medium,Medium,7,93,Female,66
21,97,Medium,Low,7,99,Female,71
23,75,Low,Low,8,61,Female,64
17,90,Medium,Medium,8,56,Female,67
20,81,Medium,Medium,8,87,Male,68
5,88,Medium,Medium,7,59,Female,63
16,70,Low,Medium,6,79,Female,64
23,98,High,High,6,77,Female,74
14,81,Low,Medium,5,78,Male,68
20,93,Medium,Medium,6,82,Female,68
23,75,High,High,6,93,Female,69
18,64,Low,Medium,9,64,Male,61
21,87,Low,High,5,78,Female,69
14,60,Low,Low,9,67,Female,61
19,79,Medium,High,7,66,Male,67
24,68,Low,High,7,51,Female,63
21,85,Medium,Medium,8,80,Female,68
16,99,Medium,Medium,5,99,Female,68
21,79,Medium,Low,6,88,Male,67
24,93,Low,Medium,5,62,Female,69
8,80,High,Medium,6,86,Male,64
27,80,Low,Low,6,65,Male,67
18,97,Medium,High,9,88,Female,70
23,96,Low,High,6,93,Female,72
27,91,Low,High,4,67,Female,71
12,72,Medium,Medium,6,50,Male,62
16,82,Medium,Medium,8,65,Male,67
18,69,Medium,High,9,60,Female,64
15,78,Medium,Medium,7,81,Male,64
30,79,High,Medium,6,65,Female,70
15,93,Medium,Medium,7,52,Female,68
17,96,Medium,Medium,8,77,Female,70
21,77,Medium,Low,5,94,Male,65
13,61,Low,Low,7,73,Female,59
18,94,Medium,Medium,7,69,Female,69
22,67,Medium,Medium,7,59,Male,67
18,85,Medium,High,7,69,Male,68
19,61,Medium,Medium,6,67,Male,62
17,76,High,Medium,8,100,Male,65
